daily_time_spent,Age,area_income,daily_internet_usage,ad_topic_line,City,is_male,Country,Timestamp,clicked_on_ad,Hour,Day_of_Week,Month,Income_Category,Age_Category,Internet_Usage_Category,Time_Spent_Category
0.9296277409484957,0.40476190476190477,0.7273393873409448,0.6365782782419179,Future-proofed methodical protocol,Pamelamouth,1,Korea,2016-03-23 09:43:00,0,0.3913043478260869,2.0,3.0,2.0,2.0,2.0,3.0
0.1494135645079041,0.5238095238095238,0.8393227492544469,0.37801186584332236,Exclusive neutral parallelism,Harperborough,0,Tokelau,2016-06-13 17:27:00,1,0.7391304347826086,0.0,6.0,3.0,2.0,1.0,0.0
0.784293727689954,0.2142857142857143,0.7761920831660006,0.6054607095289987,Public-key foreground groupware,Port Danielleberg,1,Monaco,2016-05-27 15:25:00,0,0.6521739130434783,4.0,5.0,2.0,0.0,2.0,3.0
0.2707802141764405,0.2142857142857143,0.3675554259310442,0.17774548976873705,Ameliorated client-driven forecast,West Jeremyside,1,Tuvalu,2016-02-08 10:46:00,1,0.43478260869565216,0.0,2.0,0.0,0.0,0.0,0.0
0.3289138194798572,0.7857142857142858,0.6764463270538401,0.14802034144569554,Monitored systematic hierarchy,South Cathyfurt,0,Greece,2016-07-19 08:32:00,1,0.34782608695652173,1.0,7.0,2.0,3.0,0.0,1.0
0.6391296957334693,0.3571428571428572,0.28573714694075114,0.08729870444363719,Open-architected impactful productivity,Palmerside,0,British Virgin Islands,2016-04-14 05:08:00,1,0.21739130434782608,3.0,4.0,0.0,1.0,0.0,2.0
0.7380588135305115,0.0714285714285714,0.4914384706886573,0.6359123380554547,Business-focused value-added definition,West Guybury,0,Bouvet Island (Bouvetoya),2016-01-27 12:38:00,0,0.5217391304347826,2.0,1.0,0.0,0.0,2.0,2.0
0.5956144824069352,0.38095238095238093,0.5722668018562094,0.9821406949993946,Programmable asymmetric data-warehouse,Phelpschester,1,Peru,2016-07-02 20:23:00,0,0.8695652173913043,5.0,7.0,1.0,1.0,3.0,1.0
0.9146693863674995,0.2142857142857143,0.4824896966328336,0.6217459740888728,Digitized static capability,Lake Melindamouth,1,Aruba,2016-03-01 22:13:00,0,0.9565217391304348,1.0,3.0,0.0,0.0,2.0,3.0
0.44960054394016646,0.9047619047619047,0.1769291613921876,0.39018040925051467,Digitized global capability,North Richardburgh,1,Maldives,2016-07-15 05:05:00,1,0.21739130434782608,4.0,7.0,0.0,3.0,1.0,1.0
0.39095699473057954,0.09523809523809523,0.24785312796331552,0.6526213827339874,Multi-layered 4thgeneration knowledge user,Port Cassie,0,Senegal,2016-01-14 14:00:00,1,0.6086956521739131,3.0,1.0,0.0,0.0,2.0,1.0
0.4256331803501614,0.9047619047619047,0.4822910351925458,0.17574766920934737,Synchronized dedicated service-desk,New Thomas,1,Dominica,2016-03-15 03:12:00,1,0.13043478260869565,1.0,3.0,0.0,3.0,0.0,1.0
,0.26190476190476186,0.7236865211037696,0.586027364087662,Synchronized systemic hierarchy,Johnstad,0,Luxembourg,2016-04-12 03:26:00,0,0.13043478260869565,1.0,4.0,2.0,1.0,2.0,
0.5041645419003908,0.8095238095238095,0.6531592666170903,0.1251362150381402,Profound stable product,West Aprilport,1,Montenegro,2016-04-07 15:18:00,1,0.6521739130434783,3.0,4.0,1.0,3.0,0.0,1.0
0.5646778854326022,0.47619047619047616,0.9534344302722776,0.7092868386003149,Reactive demand-driven capacity,Kellytown,0,Ukraine,2016-02-09 05:28:00,0,0.21739130434782608,1.0,2.0,3.0,2.0,3.0,1.0
0.30307666156722757,0.6428571428571428,0.6631622747880156,0.08802518464705167,Persevering needs-based open architecture,Charlesport,1,Saint Helena,2016-05-07 17:11:00,1,0.7391304347826086,5.0,5.0,2.0,3.0,0.0,0.0
0.10759816420193768,0.47619047619047616,0.20632555738964056,0.3468942971304033,Intuitive exuding service-desk,Millerchester,0,Liberia,2016-03-11 06:49:00,1,0.2608695652173913,4.0,3.0,0.0,2.0,1.0,0.0
0.8903620601733808,0.23809523809523814,0.667225290624432,0.5922629858336362,,Mackenziemouth,0,Russian Federation,2016-04-27 09:27:00,0,0.3913043478260869,2.0,4.0,2.0,0.0,2.0,3.0
0.5378208397076321,0.26190476190476186,0.6991734401412161,0.8934495701658799,Front-line intermediate database,Zacharystad,0,Tunisia,2016-04-16 11:53:00,0,0.4782608695652174,5.0,4.0,2.0,1.0,3.0,1.0
0.8485466598674145,0.30952380952380953,0.8028287495628991,0.5650199782055941,Persevering exuding system engine,North Joshua,1,Turkmenistan,2016-05-08 15:38:00,0,0.6521739130434783,6.0,5.0,3.0,1.0,2.0,3.0
0.8291687914329422,0.2857142857142857,0.7777436580274644,0.6509262622593536,Balanced dynamic application,Bowenview,0,Saint Helena,2016-02-08 00:23:00,0,0.0,0.0,2.0,2.0,1.0,2.0,3.0
0.8137004929457758,0.1428571428571429,0.6645941336085988,0.6058844896476573,Reduced global support,Jamesberg,0,Niger,2016-02-11 13:26:00,0,0.5652173913043478,3.0,2.0,2.0,0.0,2.0,3.0
0.08635050144484102,0.7857142857142858,0.6043671923076336,0.41197481535294844,Organic leadingedge secured line,Lake Cassandraport,1,Turkmenistan,2016-02-17 13:16:00,1,0.5652173913043478,2.0,2.0,1.0,3.0,1.0,0.0
0.6292707802141764,0.023809523809523836,0.5647917261556644,0.5900835452233927,Business-focused encompassing neural-net,New Sharon,1,Qatar,2016-02-26 22:46:00,0,0.9565217391304348,4.0,2.0,1.0,0.0,2.0,2.0
0.8975012748597655,0.5714285714285714,0.8102549615732887,0.5687129192396175,Triple-buffered demand-driven alliance,Johnport,0,Sri Lanka,2016-06-08 18:54:00,0,0.7826086956521738,2.0,6.0,3.0,3.0,2.0,3.0
0.1993880673125955,0.4285714285714286,0.5913550970173297,0.11466279210558172,Visionary maximized process improvement,Hamiltonfort,1,Trinidad and Tobago,2016-01-08 09:32:00,1,0.3913043478260869,4.0,1.0,1.0,2.0,0.0,0.0
0.2619411864694883,0.6428571428571428,0.6152182909008174,0.09171812568107518,Centralized 24/7 installation,West Christopher,0,Italy,2016-04-25 11:01:00,1,0.4782608695652174,0.0,4.0,1.0,3.0,0.0,0.0
0.689784123746388,,0.7257746803627517,0.5565443758324254,Organized static focus group,Hollandberg,1,British Virgin Islands,2016-04-04 07:07:00,0,0.30434782608695654,0.0,4.0,2.0,,2.0,2.0
,0.2142857142857143,0.6799617641624535,0.7295677442789684,Visionary reciprocal circuit,Odomville,0,United Kingdom,2016-05-03 21:19:00,0,0.9130434782608695,1.0,5.0,2.0,0.0,3.0,
0.012408635050144445,0.6190476190476191,0.6009258142294119,0.5375953505266983,Pre-emptive value-added workforce,East Samanthashire,1,Guinea-Bissau,2016-01-17 09:31:00,1,0.3913043478260869,6.0,1.0,1.0,3.0,2.0,0.0
0.3013768485466598,0.7380952380952381,0.7430492164249186,0.17205472817532386,Sharable analyzing alliance,South Lauraton,1,Micronesia,2016-03-02 04:57:00,1,0.17391304347826086,2.0,3.0,2.0,3.0,0.0,0.0
0.5050144484106749,0.6666666666666667,0.744042370927326,0.08790410461314924,Team-oriented encompassing portal,Amandahaven,0,Turkey,2016-02-14 07:36:00,1,0.30434782608695654,6.0,2.0,2.0,3.0,0.0,1.0
0.8159102498725139,0.2857142857142857,0.8166820638190332,0.4405497033539171,Sharable bottom-line solution,Thomasview,0,Croatia,2016-04-07 03:56:00,0,0.13043478260869565,3.0,4.0,3.0,1.0,1.0,3.0
0.5539690634030257,0.40476190476190477,0.9354095311681628,0.2774548976873714,,,0,Israel,2016-02-17 11:42:00,1,0.4782608695652174,2.0,2.0,3.0,2.0,1.0,1.0
0.2104368519462858,0.7142857142857142,0.5854502254601203,0.14850466158130526,Organized global model,Port Sarahshire,0,Svalbard & Jan Mayen Islands,2016-04-10 00:13:00,1,0.0,6.0,4.0,1.0,3.0,0.0,0.0
0.7654258031616521,0.23809523809523814,0.6431205268727391,0.8138999878919967,Upgradable asynchronous circuit,Port Gregory,0,Azerbaijan,2016-02-14 17:05:00,0,0.7391304347826086,6.0,2.0,1.0,0.0,3.0,2.0
0.15672276049634537,0.5238095238095238,0.16577617681326282,0.3122654074343142,Phased transitional instruction set,Brendachester,0,Iran,2016-05-26 22:49:00,1,0.9565217391304348,3.0,5.0,0.0,2.0,1.0,0.0
0.9010708822029576,0.19047619047619047,0.5147777541942606,0.47614723332122544,Customer-focused empowering ability,Lake Amy,0,Burundi,2016-04-30 08:07:00,0,0.34782608695652173,5.0,4.0,1.0,0.0,2.0,3.0
0.9049804521502633,0.3571428571428572,0.7735451981498985,0.53366024942487,Front-line heuristic data-warehouse,Lake Annashire,1,Saint Vincent and the Grenadines,2016-06-15 05:30:00,0,0.21739130434782608,2.0,6.0,2.0,1.0,2.0,3.0
0.6710861805201427,0.23809523809523814,0.8739261822340784,0.39181498970819717,Stand-alone national attitude,Smithburgh,0,Burundi,2016-03-09 14:45:00,0,0.6086956521739131,2.0,3.0,3.0,0.0,1.0,2.0
0.9087200407955125,0.30952380952380953,0.7269168691201329,0.448843685676232,,North Leonmouth,1,Bulgaria,2016-03-31 20:55:00,0,0.8695652173913043,3.0,3.0,2.0,1.0,1.0,3.0
0.22709501954784972,0.6190476190476191,0.7983862766326199,0.22060782177019012,Streamlined cohesive conglomeration,Robertfurt,0,Christmas Island,2016-06-03 00:55:00,1,0.0,4.0,6.0,3.0,3.0,1.0,0.0
0.5068842427332994,0.23809523809523814,0.9148870867009832,0.567381038866691,Upgradable optimizing toolset,Jasminefort,1,Canada,2016-03-10 23:36:00,0,1.0,3.0,3.0,3.0,0.0,2.0,1.0
0.531871494135645,0.5,0.5698854604562953,0.00266376074585295,Synchronized user-facing core,Jensenborough,0,Rwanda,2016-01-08 00:17:00,1,0.0,4.0,1.0,1.0,2.0,0.0,1.0
0.046404895461499174,0.30952380952380953,0.5728302612833132,0.5777939217822982,Organized client-driven alliance,Bradleyburgh,0,Turks and Caicos Islands,2016-06-05 22:11:00,1,0.9565217391304348,6.0,6.0,1.0,1.0,2.0,0.0
0.7332993370729217,0.1428571428571429,0.717828528149303,0.6687855672599589,Ergonomic multi-state structure,New Sheila,1,Tunisia,2016-01-16 11:35:00,0,0.4782608695652174,5.0,1.0,2.0,0.0,2.0,2.0
0.7807241203467619,0.3571428571428572,0.28311133439102854,0.16309480566654555,Synergized multimedia emulation,,0,Norfolk Island,2016-04-22 20:10:00,1,0.8695652173913043,4.0,4.0,0.0,1.0,0.0,3.0
0.22998470168281482,0.2857142857142857,0.7062707384372475,0.20722847802397382,Customer-focused optimizing moderator,Davidmouth,0,Bouvet Island (Bouvetoya),2016-02-01 09:00:00,1,0.3913043478260869,0.0,2.0,2.0,1.0,1.0,0.0
0.6189019207887132,0.6428571428571428,0.9245515611185507,0.7134640997699481,Advanced full-range migration,New Michaeltown,0,Turks and Caicos Islands,2016-07-07 13:37:00,0,0.5652173913043478,3.0,7.0,3.0,3.0,3.0,2.0
0.3867074621791603,0.47619047619047616,0.9392992336035596,0.2929531420268797,De-engineered object-oriented protocol,East Tammie,1,Cook Islands,2016-03-08 00:37:00,1,0.0,1.0,3.0,3.0,2.0,1.0,1.0
0.010368859425463173,0.5714285714285714,0.43754105695215784,0.37710376558905445,,,1,Turkey,2016-05-10 17:39:00,1,0.7391304347826086,1.0,5.0,0.0,3.0,1.0,0.0
0.0996090430052694,0.5476190476190477,0.6747241873739278,0.2494248698389635,Customizable 6thgeneration knowledge user,,1,Guatemala,2016-04-06 11:24:00,1,0.4782608695652174,2.0,4.0,2.0,2.0,1.0,0.0
0.5354411014788372,0.0714285714285714,0.7095804899501132,0.6729022884126409,,East Tiffanyport,0,Cote d'Ivoire,2016-04-01 16:21:00,0,0.6956521739130435,4.0,4.0,2.0,0.0,2.0,1.0
,,0.6568083153784722,0.09250514590144088,,Ramirezhaven,1,Faroe Islands,2016-01-05 04:18:00,1,0.17391304347826086,1.0,1.0,1.0,,0.0,
0.8521162672106068,0.33333333333333337,0.6191191403655308,0.812507567502119,Grass-roots impactful system engine,Cranemouth,1,Qatar,2016-05-20 21:31:00,0,0.9130434782608695,4.0,5.0,1.0,1.0,3.0,3.0
0.4001359850416454,0.45238095238095233,0.2854332758675977,0.05297251483230414,Devolved tangible approach,Lake Edward,1,Ireland,2016-02-03 07:59:00,1,0.30434782608695654,2.0,2.0,0.0,2.0,0.0,1.0
0.38296787353391126,0.6190476190476191,,0.04195423174718482,Customizable executive software,Lake Conniefurt,0,Ukraine,2016-02-17 21:55:00,1,0.9130434782608695,2.0,2.0,,3.0,0.0,1.0
0.7735849056603772,0.19047619047619047,0.7528118763198922,0.6324615570892361,Progressive analyzing attitude,East Shawnchester,1,Moldova,2016-01-30 16:10:00,0,0.6956521739130435,5.0,1.0,2.0,0.0,2.0,2.0
0.6945436002039773,0.2142857142857143,0.788796930138666,0.7141905799733624,Innovative executive encoding,West Joseph,1,Nicaragua,2016-05-15 14:41:00,0,0.6086956521739131,6.0,5.0,3.0,0.0,3.0,2.0
0.4086350501444841,0.45238095238095233,0.7277029637355069,0.06738103886669089,Down-sized uniform info-mediaries,Lake Christopherfurt,0,Montserrat,2016-01-05 17:56:00,1,0.7391304347826086,1.0,1.0,2.0,2.0,0.0,1.0
0.6177120516743158,0.8333333333333333,0.25546181531662904,0.20541227751543778,Streamlined next generation implementation,East Tylershire,0,Timor-Leste,2016-04-19 07:34:00,1,0.30434782608695654,1.0,4.0,0.0,3.0,1.0,2.0
0.6491585925548189,0.2857142857142857,0.924431386980575,0.48020341445695613,Distributed tertiary system engine,Sharpberg,0,Bouvet Island (Bouvetoya),2016-03-15 15:49:00,0,0.6521739130434783,1.0,3.0,3.0,1.0,2.0,2.0
0.4276729559748427,0.5238095238095238,0.5171218370304314,0.002239980627194549,Triple-buffered scalable groupware,Lake Dustin,0,Puerto Rico,2016-06-12 15:25:00,1,0.6521739130434783,6.0,6.0,1.0,2.0,0.0,1.0
0.7633860275369708,0.40476190476190477,0.9101439493772169,0.579791742341688,Total 5thgeneration encoding,North Kristine,0,Central African Republic,2016-07-01 04:41:00,0,0.17391304347826086,4.0,7.0,3.0,2.0,2.0,2.0
0.34166241713411527,0.3571428571428572,0.6802350954292599,0.08366630342656489,Integrated human-resource encoding,Grahamberg,1,Venezuela,2016-05-08 12:12:00,1,0.5217391304347826,6.0,5.0,2.0,1.0,0.0,1.0
0.42665306816250215,0.3571428571428572,0.43824881696425155,0.02597166727206679,Phased dynamic customer loyalty,New Tina,0,Australia,2016-03-14 23:13:00,1,1.0,0.0,3.0,0.0,1.0,0.0,1.0
0.41288458269590333,,0.3563732758370579,0.02730354764499332,Open-source coherent policy,Nelsonfurt,1,Wallis and Futuna,2016-05-25 00:19:00,1,0.0,2.0,5.0,0.0,,0.0,1.0
0.6340302566717662,0.5714285714285714,0.8764318206458251,0.20323283690519434,Down-sized modular intranet,Christopherport,0,Jersey,2016-05-13 11:51:00,1,0.4782608695652174,4.0,5.0,3.0,3.0,0.0,2.0
0.39418663946965826,0.11904761904761907,0.6955982977111942,0.271764136093958,Pre-emptive content-based focus group,Port Sarahhaven,0,Puerto Rico,2016-02-20 20:47:00,1,0.8695652173913043,5.0,2.0,2.0,0.0,1.0,1.0
0.636240013598504,0.16666666666666674,0.7675836752519152,0.7442789683981111,Versatile 4thgeneration system engine,Bradleyborough,1,Samoa,2016-05-22 20:49:00,0,0.8695652173913043,6.0,5.0,2.0,0.0,3.0,2.0
0.29712731599524045,0.5,0.7658064112215464,0.1275578157161884,Ergonomic full-range time-frame,Whiteport,1,Greece,2016-04-10 02:02:00,1,0.08695652173913043,6.0,4.0,2.0,2.0,0.0,0.0
0.1881693013768485,0.2857142857142857,0.17850272491422128,0.37238164426686027,,,1,Antarctica (the territory South of 60 deg S),2016-02-28 06:41:00,1,0.2608695652173913,6.0,2.0,0.0,1.0,1.0,0.0
0.6840047594764576,0.16666666666666674,0.5950943909064672,0.8103281268918757,Progressive empowering alliance,Wongland,0,Albania,2016-07-08 21:18:00,0,0.9130434782608695,4.0,7.0,1.0,0.0,3.0,2.0
0.22301546829848706,0.40476190476190477,0.12943655584279942,0.2980990434677322,Versatile homogeneous capacity,Williammouth,1,Hong Kong,2016-04-19 15:14:00,1,0.6521739130434783,1.0,4.0,0.0,2.0,1.0,0.0
0.1247662757096718,0.5238095238095238,0.7777067048617845,0.3119021673326069,Function-based optimizing protocol,Williamsborough,0,Lithuania,2016-01-08 22:47:00,1,0.9565217391304348,4.0,1.0,2.0,2.0,1.0,0.0
0.05116437191908885,0.6428571428571428,0.5783071174545682,0.32352585058723815,Up-sized secondary software,North Michael,0,Egypt,2016-03-28 08:46:00,1,0.34782608695652173,0.0,3.0,1.0,3.0,1.0,0.0
0.800781913989461,0.3571428571428572,0.8468738690727963,0.6469911611575253,Seamless holistic time-frame,Benjaminchester,1,Bangladesh,2016-07-02 14:57:00,0,0.6086956521739131,5.0,7.0,3.0,1.0,2.0,3.0
,0.8095238095238095,0.2741123223537639,0.3898777091657587,Persevering reciprocal firmware,Hernandezville,0,Western Sahara,2016-07-03 09:22:00,1,0.3913043478260869,6.0,7.0,0.0,3.0,1.0,
0.5269420363759987,0.09523809523809523,0.5782448162496201,0.790047221213222,Centralized logistical secured line,Youngburgh,1,Serbia,2016-06-01 09:27:00,0,0.3913043478260869,2.0,6.0,1.0,0.0,3.0,1.0
0.9741628420873703,0.5,0.696262691198275,0.5415304516285265,Innovative background conglomeration,Wallacechester,0,Maldives,2016-07-09 14:55:00,0,0.6086956521739131,5.0,7.0,2.0,2.0,2.0,3.0
0.6047934727180011,0.04761904761904767,0.5249737739412994,0.6864632522097106,Switchable 3rdgeneration hub,Sanchezmouth,1,Czech Republic,2016-02-09 22:04:00,0,0.9565217391304348,1.0,2.0,1.0,0.0,2.0,2.0
0.576066632670406,0.023809523809523836,0.6548992720837157,0.5895386850708318,Polarized 6thgeneration info-mediaries,Bradshawborough,0,Guernsey,2016-06-10 11:31:00,0,0.4782608695652174,4.0,6.0,1.0,0.0,2.0,1.0
0.8140404555498892,0.5,0.8122067605969309,0.75275457077128,Balanced heuristic approach,Amyhaven,1,Tanzania,2016-02-14 03:50:00,0,0.13043478260869565,6.0,2.0,3.0,2.0,3.0,3.0
0.6736359000509944,0.1428571428571429,0.49720973059309825,0.8248577309601647,Focused 24hour implementation,Marcushaven,1,Bhutan,2016-07-05 17:17:00,0,0.7391304347826086,1.0,7.0,0.0,0.0,3.0,2.0
0.16641169471358142,0.5476190476190477,0.8023501907974401,0.2797554183315172,De-engineered mobile infrastructure,Erinton,0,Christmas Island,2016-04-28 05:50:00,1,0.21739130434782608,3.0,4.0,3.0,2.0,1.0,0.0
0.2537820839707632,0.26190476190476186,0.29412261426850284,0.18404165153166252,Customer-focused upward-trending contingency,Hughesport,0,Guinea,2016-04-03 05:10:00,1,0.21739130434782608,6.0,4.0,0.0,1.0,0.0,0.0
0.7040625531191567,0.30952380952380953,0.889874985302718,0.6402712192759413,Operative system-worthy protocol,Johnstad,0,Micronesia,2016-03-09 14:57:00,0,0.6086956521739131,2.0,3.0,3.0,1.0,2.0,2.0
0.5784463708992009,0.976190476190476,0.7075596709641263,,User-friendly upward-trending intranet,New Lucasburgh,0,Madagascar,2016-01-16 23:37:00,1,1.0,5.0,1.0,2.0,3.0,,1.0
0.5208227095019546,0.8095238095238095,0.7823172994260043,0.7930742220607824,Future-proofed holistic superstructure,Michelleside,1,Lebanon,2016-07-03 04:33:00,1,0.17391304347826086,6.0,7.0,2.0,3.0,3.0,1.0
0.6527281998980112,0.0714285714285714,0.6424182640257877,0.6483230415304518,,,0,Eritrea,2016-03-14 06:46:00,0,0.2608695652173913,0.0,3.0,1.0,0.0,2.0,2.0
0.22998470168281482,0.6428571428571428,0.36406839084233367,0.1141784719699721,Horizontal hybrid challenge,New Rachel,1,Guyana,2016-01-09 05:44:00,1,0.21739130434782608,5.0,1.0,0.0,3.0,0.0,0.0
0.6187319394866564,0.30952380952380953,0.8961425170602993,0.704867417362877,Virtual composite model,Port Susan,1,Trinidad and Tobago,2016-02-11 04:37:00,0,0.17391304347826086,3.0,2.0,3.0,1.0,3.0,2.0
0.7545469998300185,0.2857142857142857,0.6525330478879433,0.8448964765710135,Switchable mobile framework,,1,Jersey,2016-06-22 07:33:00,0,0.30434782608695654,2.0,6.0,1.0,1.0,3.0,2.0
,0.8571428571428572,0.8065416265195461,0.352161278605158,Focused intangible moderator,Port Christopherborough,0,United Arab Emirates,2016-07-13 16:12:00,1,0.6956521739130435,2.0,7.0,3.0,3.0,1.0,
0.4977052524222336,,0.7058821194014808,0.04486015256084264,Balanced actuating moderator,Phillipsbury,1,Martinique,2016-07-23 11:46:00,1,0.4782608695652174,5.0,7.0,2.0,,0.0,1.0
0.8813530511643719,0.7380952380952381,0.2402152750949406,0.6199297735803367,Customer-focused transitional strategy,Millerside,0,Somalia,2016-07-13 04:10:00,1,0.17391304347826086,2.0,7.0,0.0,3.0,2.0,3.0
0.9581845996940335,0.6190476190476191,0.53862262419394,0.2888364208741979,Advanced web-enabled standardization,Lake Jessica,0,Bhutan,2016-06-11 18:32:00,1,0.7826086956521738,5.0,6.0,1.0,3.0,1.0,3.0
0.9109297977222504,0.2857142857142857,0.6668811070069005,0.6385760988013077,Pre-emptive executive knowledgebase,Lopezmouth,1,Greece,2016-05-08 12:51:00,0,0.5217391304347826,6.0,5.0,2.0,1.0,2.0,3.0
0.28862825089240174,0.16666666666666674,0.6534793237876079,0.7698268555515196,Self-enabling holistic process improvement,Johnsport,0,Benin,2016-04-07 16:02:00,0,0.6956521739130435,3.0,4.0,1.0,0.0,3.0,0.0
0.7657657657657657,0.19047619047619047,0.752476091149106,0.6538927230899626,Horizontal client-driven hierarchy,South Ronald,0,Papua New Guinea,2016-02-04 13:30:00,0,0.5652173913043478,3.0,2.0,2.0,0.0,2.0,2.0
0.08754037055923847,0.40476190476190477,0.32784940210694125,0.7292650441942125,Polarized dynamic throughput,South Daniel,0,Uzbekistan,2016-02-26 19:48:00,1,0.8260869565217391,4.0,2.0,0.0,2.0,3.0,0.0
0.5053544110147883,0.5714285714285714,0.8366470041213468,0.13518585785204018,Devolved zero administration intranet,Suzannetown,0,South Africa,2016-06-21 13:15:00,1,0.5652173913043478,1.0,6.0,3.0,3.0,0.0,1.0
0.7984021757606661,0.2857142857142857,0.7212141710809411,0.763712313839448,User-friendly asymmetric info-mediaries,Lisaberg,0,Egypt,2016-05-17 04:27:00,0,0.17391304347826086,1.0,5.0,2.0,1.0,3.0,3.0
